order_id,customer_id,product_id,location_id,order_date,ship_date,shipping_id,sales,quantity,discount,profit
CA-2016-142335,MP-17965,OFF-ST-10000036,722,2016-12-15,2016-12-19,2,296.37,3.0,0.0,80.02
CA-2014-117429,MR-17545,FUR-FU-10000222,24,2014-10-07,2014-10-13,2,129.92,5.0,0.2,21.11
CA-2016-114713,SC-20695,OFF-SU-10004664,725,2016-07-07,2016-07-12,2,45.58,7.0,0.2,5.13
CA-2017-144113,JF-15355,OFF-EN-10001141,345,2017-09-16,2017-09-20,2,17.57,2.0,0.2,6.37
CA-2017-144113,JF-15355,TEC-PH-10002170,345,2017-09-16,2017-09-20,2,55.99,1.0,0.2,5.6
US-2016-150861,EG-13900,OFF-PA-10001954,728,2016-12-03,2016-12-06,3,182.72,8.0,0.0,84.05
US-2016-150861,EG-13900,FUR-TA-10002228,728,2016-12-03,2016-12-06,3,400.03,2.0,0.4,-153.35
US-2016-150861,EG-13900,OFF-ST-10004634,728,2016-12-03,2016-12-06,3,33.63,3.0,0.0,10.09
US-2016-150861,EG-13900,FUR-CH-10002965,728,2016-12-03,2016-12-06,3,542.65,3.0,0.1,102.5
US-2016-150861,EG-13900,OFF-LA-10001317,728,2016-12-03,2016-12-06,3,6.3,2.0,0.0,3.02
CA-2017-131954,DS-13030,OFF-ST-10000736,158,2017-01-21,2017-01-25,2,242.94,3.0,0.0,9.72
CA-2017-131954,DS-13030,TEC-AC-10003610,158,2017-01-21,2017-01-25,2,179.97,3.0,0.0,86.39
CA-2017-131954,DS-13030,OFF-BI-10003982,158,2017-01-21,2017-01-25,2,99.7,6.0,0.2,33.65
CA-2017-131954,DS-13030,OFF-BI-10003291,158,2017-01-21,2017-01-25,2,27.94,4.0,0.2,9.43
CA-2017-131954,DS-13030,FUR-BO-10001619,158,2017-01-21,2017-01-25,2,84.98,1.0,0.0,18.7
CA-2017-131954,DS-13030,OFF-BI-10000138,158,2017-01-21,2017-01-25,2,18.72,5.0,0.2,6.55
CA-2014-132500,GZ-14470,TEC-AC-10001383,271,2014-09-08,2014-09-12,2,49.98,2.0,0.0,8.5
CA-2014-112326,PO-19195,OFF-LA-10003223,42,2014-01-04,2014-01-08,2,11.78,3.0,0.2,4.27
CA-2014-112326,PO-19195,OFF-ST-10002743,42,2014-01-04,2014-01-08,2,272.74,3.0,0.2,-64.77
CA-2014-112326,PO-19195,OFF-BI-10004094,42,2014-01-04,2014-01-08,2,3.54,2.0,0.8,-5.49
US-2016-146710,SS-20875,OFF-SU-10004498,204,2016-08-27,2016-09-01,2,51.52,5.0,0.2,-10.95
US-2016-146710,SS-20875,OFF-PA-10002615,204,2016-08-27,2016-09-01,2,3.53,1.0,0.2,1.15
US-2016-146710,SS-20875,OFF-PA-10004971,204,2016-08-27,2016-09-01,2,4.62,1.0,0.2,1.68
US-2016-146710,SS-20875,OFF-SU-10004261,204,2016-08-27,2016-09-01,2,55.17,4.0,0.2,6.21
CA-2014-124429,MH-17785,FUR-TA-10002607,747,2014-05-27,2014-05-27,4,567.12,10.0,0.2,-28.36
CA-2014-124429,MH-17785,OFF-ST-10001809,747,2014-05-27,2014-05-27,4,359.32,4.0,0.0,7.19
CA-2016-150889,PB-19105,TEC-PH-10000004,749,2016-03-20,2016-03-22,1,11.99,1.0,0.2,0.9
CA-2017-126074,RF-19735,OFF-BI-10003638,750,2017-10-02,2017-10-06,2,58.05,3.0,0.0,26.7
CA-2017-126074,RF-19735,FUR-FU-10003577,750,2017-10-02,2017-10-06,2,157.74,11.0,0.0,56.79
CA-2017-126074,RF-19735,OFF-AR-10003478,750,2017-10-02,2017-10-06,2,56.98,7.0,0.0,22.79
CA-2017-126074,RF-19735,OFF-BI-10000546,750,2017-10-02,2017-10-06,2,2.88,1.0,0.0,1.41
CA-2016-110499,YC-21895,TEC-CO-10002095,271,2016-04-07,2016-04-09,3,1199.98,3.0,0.2,374.99
CA-2015-135272,MS-17830,FUR-FU-10002759,3,2015-12-07,2015-12-12,2,79.92,4.0,0.0,28.77
CA-2016-140928,NB-18655,FUR-TA-10001095,435,2016-09-18,2016-09-22,2,383.44,4.0,0.45,-167.32
CA-2014-106803,DC-13285,OFF-ST-10002444,757,2014-12-29,2015-01-02,2,24.56,2.0,0.0,6.88
CA-2014-106803,DC-13285,TEC-AC-10001267,757,2014-12-29,2015-01-02,2,119.8,4.0,0.0,47.92
CA-2017-117240,CP-12340,OFF-BI-10000848,71,2017-07-23,2017-07-28,2,13.13,3.0,0.2,4.27
CA-2017-133333,BF-11020,OFF-PA-10002377,541,2017-09-18,2017-09-22,2,22.72,4.0,0.0,10.22
CA-2015-112319,AR-10510,OFF-PA-10003441,63,2015-08-31,2015-09-05,2,58.32,9.0,0.0,27.99
CA-2017-126046,JC-16105,OFF-LA-10004484,507,2017-11-03,2017-11-07,2,12.39,3.0,0.0,5.7
CA-2015-114923,LH-17020,TEC-PH-10003931,114,2015-02-08,2015-02-13,2,107.98,3.0,0.4,-27.0
CA-2014-162775,CS-12250,OFF-EN-10001990,764,2014-01-13,2014-01-15,1,11.36,2.0,0.0,5.34
CA-2014-162775,CS-12250,OFF-EN-10001532,764,2014-01-13,2014-01-15,1,50.94,3.0,0.0,25.47
CA-2014-162775,CS-12250,TEC-AC-10003174,764,2014-01-13,2014-01-15,1,646.74,6.0,0.0,258.7
CA-2014-162775,CS-12250,OFF-BI-10004187,764,2014-01-13,2014-01-15,1,5.64,3.0,0.0,2.71
CA-2014-162775,CS-12250,OFF-ST-10000025,764,2014-01-13,2014-01-15,1,572.58,6.0,0.0,34.35
CA-2014-106810,AJ-10795,FUR-FU-10004306,315,2014-05-14,2014-05-20,2,310.88,2.0,0.2,23.32
CA-2016-157245,LE-16810,FUR-CH-10003746,309,2016-05-19,2016-05-24,2,641.96,2.0,0.0,179.75
CA-2017-104220,BV-11245,OFF-BI-10001036,771,2017-01-30,2017-02-05,2,18.28,2.0,0.0,9.14
CA-2017-104220,BV-11245,TEC-PH-10004614,771,2017-01-30,2017-02-05,2,207.0,3.0,0.0,51.75
CA-2017-104220,BV-11245,OFF-BI-10000301,771,2017-01-30,2017-02-05,2,32.35,5.0,0.0,16.18
CA-2017-104220,BV-11245,OFF-BI-10003910,771,2017-01-30,2017-02-05,2,7.71,1.0,0.0,3.47
CA-2017-104220,BV-11245,OFF-AR-10004648,771,2017-01-30,2017-02-05,2,40.3,2.0,0.0,10.88
CA-2017-104220,BV-11245,FUR-FU-10002597,771,2017-01-30,2017-02-05,2,34.58,7.0,0.0,14.52
CA-2014-165974,DL-12865,OFF-AR-10003405,269,2014-06-29,2014-07-06,2,32.76,7.0,0.2,3.69
CA-2015-144267,NZ-18565,FUR-CH-10002335,271,2015-08-21,2015-08-23,3,544.01,3.0,0.2,40.8
CA-2015-144267,NZ-18565,OFF-PA-10000157,271,2015-08-21,2015-08-23,3,59.94,3.0,0.0,28.17
CA-2015-144267,NZ-18565,OFF-PA-10001947,271,2015-08-21,2015-08-23,3,23.92,4.0,0.0,11.72
CA-2015-144267,NZ-18565,OFF-PA-10003657,271,2015-08-21,2015-08-23,3,4.28,1.0,0.0,1.93
US-2015-157014,BM-11785,OFF-BI-10001098,114,2015-10-03,2015-10-06,1,32.07,5.0,0.7,-22.45
US-2015-157014,BM-11785,TEC-AC-10002167,114,2015-10-03,2015-10-06,1,24.0,2.0,0.2,-2.7
US-2015-157014,BM-11785,FUR-BO-10004409,114,2015-10-03,2015-10-06,1,35.49,1.0,0.5,-15.62
US-2015-157014,BM-11785,TEC-AC-10000057,114,2015-10-03,2015-10-06,1,47.98,2.0,0.2,0.6
CA-2015-154921,EA-14035,OFF-EN-10000056,86,2015-05-23,2015-05-28,2,186.69,3.0,0.0,87.74
CA-2017-129567,CL-12565,OFF-BI-10000014,787,2017-03-17,2017-03-21,1,17.46,2.0,0.2,5.89
CA-2015-154620,LT-17110,FUR-CH-10004675,787,2015-12-12,2015-12-16,2,348.93,2.0,0.2,34.89
CA-2015-115938,SA-20830,OFF-BI-10001543,789,2015-06-26,2015-06-30,2,143.96,4.0,0.0,69.1
CA-2015-115938,SA-20830,OFF-ST-10001321,789,2015-06-26,2015-06-30,2,15.42,1.0,0.0,4.16
CA-2015-115938,SA-20830,OFF-BI-10001132,789,2015-06-26,2015-06-30,2,43.04,8.0,0.0,21.09
CA-2015-115938,SA-20830,FUR-CH-10003199,789,2015-06-26,2015-06-30,2,332.94,3.0,0.0,79.91
CA-2016-105256,JK-15730,TEC-PH-10001530,793,2016-05-20,2016-05-20,4,1363.96,5.0,0.2,85.25
CA-2014-156433,ES-14020,OFF-LA-10001569,271,2014-09-20,2014-09-26,2,9.96,2.0,0.0,4.58
CA-2014-156433,ES-14020,OFF-PA-10003724,271,2014-09-20,2014-09-26,2,21.72,4.0,0.0,10.64
CA-2017-151428,RH-19495,OFF-BI-10000546,87,2017-09-21,2017-09-26,2,20.16,7.0,0.0,9.88
CA-2015-124653,DB-13120,OFF-PA-10000176,492,2015-12-24,2015-12-26,3,132.79,7.0,0.0,63.74
CA-2015-124653,DB-13120,OFF-PA-10002365,492,2015-12-24,2015-12-26,3,12.96,2.0,0.0,6.22
CA-2015-124653,DB-13120,OFF-LA-10002271,492,2015-12-24,2015-12-26,3,21.56,7.0,0.0,10.35
CA-2015-101910,CD-11920,FUR-CH-10002647,800,2015-11-27,2015-12-03,2,283.92,5.0,0.2,17.75
CA-2017-105809,HW-14935,FUR-FU-10004090,747,2017-02-20,2017-02-23,3,22.23,1.0,0.0,7.34
CA-2017-105809,HW-14935,TEC-PH-10001580,747,2017-02-20,2017-02-23,3,215.97,2.0,0.2,18.9
CA-2016-136133,HW-14935,OFF-AP-10000576,54,2016-08-18,2016-08-23,1,355.32,9.0,0.0,99.49
CA-2016-115504,MC-18130,OFF-PA-10003953,183,2016-03-12,2016-03-17,2,12.96,2.0,0.0,6.22
CA-2017-135783,GM-14440,FUR-FU-10000794,82,2017-04-22,2017-04-24,3,18.28,2.0,0.0,6.22
CA-2014-134313,RA-19915,OFF-AR-10001897,202,2014-11-01,2014-11-07,2,43.18,3.0,0.2,4.32
CA-2014-134313,RA-19915,TEC-PH-10001795,202,2014-11-01,2014-11-07,2,1983.97,4.0,0.2,248.0
CA-2015-140921,AA-10375,FUR-FU-10003347,808,2015-02-03,2015-02-05,3,28.4,2.0,0.0,11.08
CA-2015-140921,AA-10375,TEC-AC-10004901,808,2015-02-03,2015-02-05,3,149.97,3.0,0.0,50.99
CA-2014-151995,ZC-21910,OFF-AR-10003190,810,2014-10-13,2014-10-15,3,11.52,4.0,0.0,3.23
CA-2014-151995,ZC-21910,FUR-TA-10002903,810,2014-10-13,2014-10-15,3,1298.55,5.0,0.0,311.65
CA-2014-151995,ZC-21910,OFF-AP-10000240,810,2014-10-13,2014-10-15,3,213.92,4.0,0.0,62.04
CA-2014-151995,ZC-21910,TEC-AC-10001101,810,2014-10-13,2014-10-15,3,25.78,2.0,0.0,2.58
CA-2017-143686,PJ-19015,FUR-FU-10000794,814,2017-05-14,2017-05-14,4,18.28,2.0,0.0,6.22
CA-2017-143686,PJ-19015,TEC-AC-10001838,814,2017-05-14,2017-05-14,4,1399.93,7.0,0.0,601.97
CA-2015-106565,BW-11110,OFF-PA-10000061,816,2015-03-20,2015-03-23,3,51.84,8.0,0.0,24.88
CA-2016-149370,DB-13210,OFF-PA-10003651,24,2016-09-15,2016-09-19,2,5.34,1.0,0.2,1.87
CA-2014-140858,CA-12775,OFF-PA-10000304,24,2014-06-28,2014-07-02,2,41.47,8.0,0.2,14.52
CA-2014-140858,CA-12775,OFF-BI-10003094,24,2014-06-28,2014-07-02,2,3.17,3.0,0.7,-2.43
CA-2014-140858,CA-12775,FUR-CH-10001394,24,2014-06-28,2014-07-02,2,1228.47,5.0,0.3,0.0
CA-2014-140858,CA-12775,OFF-BI-10004230,24,2014-06-28,2014-07-02,2,31.09,3.0,0.7,-22.8
CA-2014-140858,CA-12775,OFF-PA-10003395,24,2014-06-28,2014-07-02,2,335.52,4.0,0.2,117.43
CA-2017-101434,TR-21325,TEC-AC-10002402,299,2017-06-20,2017-06-27,2,239.97,3.0,0.0,71.99
CA-2017-101434,TR-21325,OFF-LA-10003223,299,2017-06-20,2017-06-27,2,9.82,2.0,0.0,4.81
US-2014-102071,PG-18820,TEC-AC-10003441,271,2014-05-09,2014-05-15,2,67.8,4.0,0.0,4.07
US-2014-102071,PG-18820,TEC-AC-10000109,271,2014-05-09,2014-05-15,2,167.97,3.0,0.0,40.31
CA-2017-126956,GT-14710,OFF-FA-10002280,245,2017-08-21,2017-08-28,2,35.0,7.0,0.0,16.8
CA-2017-126956,GT-14710,OFF-SU-10000381,245,2017-08-21,2017-08-28,2,37.24,4.0,0.0,10.8
CA-2017-126956,GT-14710,OFF-EN-10004459,245,2017-08-21,2017-08-28,2,15.28,2.0,0.0,7.49
CA-2017-129462,JE-15745,FUR-CH-10000665,830,2017-06-16,2017-06-21,1,301.96,2.0,0.0,90.59
CA-2017-129462,JE-15745,OFF-AP-10003884,830,2017-06-16,2017-06-21,1,180.66,3.0,0.0,50.58
CA-2017-129462,JE-15745,TEC-PH-10001557,830,2017-06-16,2017-06-21,1,191.98,2.0,0.0,51.83
CA-2017-129462,JE-15745,TEC-PH-10002085,830,2017-06-16,2017-06-21,1,65.99,1.0,0.0,17.16
CA-2016-165316,JB-15400,OFF-AR-10002956,232,2016-07-23,2016-07-27,2,35.22,2.0,0.2,2.64
CA-2016-165316,JB-15400,OFF-AP-10003266,232,2016-07-23,2016-07-27,2,23.7,2.0,0.2,6.52
CA-2016-165316,JB-15400,TEC-MA-10004002,232,2016-07-23,2016-07-27,2,265.48,1.0,0.5,-111.5
US-2014-115987,LH-17020,OFF-BI-10001071,677,2014-09-08,2014-09-13,1,51.18,4.0,0.8,-79.34
US-2017-156083,JL-15175,OFF-PA-10001560,229,2017-11-04,2017-11-11,2,9.66,2.0,0.2,3.26
US-2016-137547,EB-13705,TEC-PH-10002365,15,2016-03-07,2016-03-12,2,21.07,3.0,0.2,1.58
CA-2015-100454,BM-11650,OFF-AR-10004648,111,2015-11-20,2015-11-25,2,60.45,3.0,0.0,16.32
CA-2015-100454,BM-11650,OFF-AR-10002578,111,2015-11-20,2015-11-25,2,11.52,4.0,0.0,3.34
CA-2015-100454,BM-11650,FUR-BO-10001519,111,2015-11-20,2015-11-25,2,186.05,4.0,0.2,9.3
CA-2016-161669,EM-14095,OFF-BI-10001294,3,2016-11-07,2016-11-09,3,37.44,4.0,0.2,11.7
CA-2016-161669,EM-14095,OFF-BI-10001636,3,2016-11-07,2016-11-09,3,26.98,4.0,0.2,8.77
CA-2016-161669,EM-14095,OFF-SU-10002503,3,2016-11-07,2016-11-09,3,11.36,2.0,0.0,3.29
CA-2016-161669,EM-14095,OFF-LA-10004093,3,2016-11-07,2016-11-09,3,14.62,2.0,0.0,6.87
CA-2015-114300,AF-10885,TEC-PH-10001552,665,2015-10-13,2015-10-17,2,83.72,7.0,0.0,23.44
CA-2015-114300,AF-10885,FUR-CH-10001891,665,2015-10-13,2015-10-17,2,287.94,3.0,0.0,77.74
CA-2017-107503,GA-14725,FUR-FU-10003878,849,2017-01-01,2017-01-06,2,48.9,4.0,0.2,8.56
CA-2014-107755,CK-12760,TEC-AC-10000710,850,2014-02-07,2014-02-12,2,115.36,7.0,0.0,49.6
CA-2016-152534,DP-13105,OFF-AR-10002335,851,2016-06-20,2016-06-25,1,5.16,2.0,0.0,1.34
CA-2016-152534,DP-13105,OFF-PA-10001870,851,2016-06-20,2016-06-25,1,38.88,6.0,0.0,18.66
CA-2016-113747,VD-21670,OFF-AR-10003373,425,2016-05-28,2016-06-04,2,185.88,6.0,0.0,50.19
CA-2016-123274,GT-14710,FUR-FU-10004090,111,2016-02-19,2016-02-24,2,44.46,2.0,0.0,14.67
CA-2016-123274,GT-14710,OFF-ST-10000736,111,2016-02-19,2016-02-24,2,242.94,3.0,0.0,9.72
CA-2014-125612,BK-11260,OFF-PA-10001019,111,2014-08-03,2014-08-08,2,39.96,2.0,0.0,18.78
CA-2014-125612,BK-11260,OFF-SU-10002537,111,2014-08-03,2014-08-08,2,102.3,10.0,0.0,26.6
CA-2014-125612,BK-11260,OFF-ST-10003221,111,2014-08-03,2014-08-08,2,21.36,2.0,0.0,5.77
CA-2017-161984,SJ-20125,OFF-PA-10004569,859,2017-04-10,2017-04-15,2,7.61,1.0,0.0,3.58
CA-2017-161984,SJ-20125,OFF-FA-10000624,859,2017-04-10,2017-04-15,2,7.16,2.0,0.0,3.58
CA-2014-133851,CM-12445,OFF-SU-10001225,82,2014-06-09,2014-06-16,2,7.36,2.0,0.0,0.15
CA-2014-133851,CM-12445,OFF-AR-10003752,82,2014-06-09,2014-06-16,2,23.1,2.0,0.0,10.63
CA-2016-134474,AJ-10795,TEC-AC-10001714,435,2016-01-05,2016-01-07,1,191.47,6.0,0.2,40.69
CA-2016-134474,AJ-10795,OFF-AR-10003958,435,2016-01-05,2016-01-07,1,5.25,2.0,0.2,0.59
CA-2016-134474,AJ-10795,TEC-PH-10002923,435,2016-01-05,2016-01-07,1,59.18,2.0,0.2,5.18
CA-2014-149020,AJ-10780,OFF-LA-10004272,70,2014-01-10,2014-01-15,2,2.89,1.0,0.0,1.36
CA-2014-149020,AJ-10780,FUR-FU-10000965,70,2014-01-10,2014-01-15,2,51.94,1.0,0.0,21.3
CA-2016-134362,LS-16945,OFF-LA-10004853,24,2016-09-29,2016-10-02,3,15.94,4.0,0.2,5.18
CA-2014-136742,GP-14740,OFF-BI-10003719,869,2014-04-06,2014-04-10,2,44.91,6.0,0.7,-35.93
CA-2016-158099,PK-18910,OFF-BI-10000545,317,2016-09-03,2016-09-05,3,1141.47,5.0,0.7,-760.98
CA-2016-158099,PK-18910,TEC-PH-10002496,317,2016-09-03,2016-09-05,3,280.78,3.0,0.4,-46.8
CA-2015-131128,TB-21520,OFF-PA-10003591,872,2015-10-19,2015-10-20,3,34.44,3.0,0.0,17.22
CA-2014-148488,SM-20005,OFF-PA-10004470,71,2014-12-10,2014-12-15,2,11.36,2.0,0.0,5.23
CA-2014-148488,SM-20005,OFF-BI-10000315,71,2014-12-10,2014-12-15,2,106.34,7.0,0.2,37.22
CA-2017-114636,GA-14725,OFF-PA-10001790,107,2017-08-25,2017-08-29,2,192.16,5.0,0.2,67.26
CA-2016-116736,CC-12430,FUR-FU-10004017,872,2016-01-17,2016-01-21,2,322.59,3.0,0.0,64.52
CA-2016-116736,CC-12430,TEC-AC-10003628,872,2016-01-17,2016-01-21,2,29.99,1.0,0.0,13.2
CA-2016-116736,CC-12430,TEC-AC-10002049,872,2016-01-17,2016-01-21,2,371.97,3.0,0.0,66.95
US-2014-158638,AG-10765,OFF-BI-10003712,199,2014-09-17,2014-09-21,2,5.89,4.0,0.7,-4.12
CA-2017-111689,HP-14815,OFF-BI-10003984,54,2017-11-30,2017-12-02,1,68.47,3.0,0.2,23.11
CA-2017-111689,HP-14815,FUR-CH-10004287,54,2017-11-30,2017-12-02,1,1242.9,5.0,0.1,262.39
CA-2015-129098,DK-13090,OFF-ST-10001321,70,2015-10-09,2015-10-13,2,30.84,2.0,0.0,8.33
US-2017-123463,GZ-14470,OFF-AR-10001118,19,2017-12-23,2017-12-23,4,13.48,4.0,0.0,5.93
CA-2016-165148,PM-19135,FUR-FU-10000732,226,2016-10-22,2016-10-24,3,31.4,5.0,0.0,10.05
CA-2014-134061,LL-16840,FUR-FU-10001424,492,2014-04-29,2014-05-04,2,17.46,2.0,0.0,5.94
CA-2015-143602,JS-15595,OFF-BI-10002071,161,2015-04-25,2015-04-28,1,13.94,3.0,0.2,4.53
CA-2017-115364,OT-18730,OFF-ST-10002486,747,2017-06-26,2017-07-02,2,83.76,12.0,0.0,1.68
CA-2017-150707,EL-13735,OFF-BI-10001078,888,2017-10-14,2017-10-19,2,37.66,7.0,0.0,18.45
CA-2014-104976,CK-12760,OFF-PA-10003845,82,2014-12-09,2014-12-16,2,34.68,6.0,0.0,16.99
CA-2017-132934,JE-15475,TEC-AC-10000927,428,2017-06-20,2017-06-26,2,149.95,5.0,0.0,15.0
CA-2017-132934,JE-15475,OFF-BI-10001098,428,2017-06-20,2017-06-26,2,51.31,3.0,0.2,18.6
CA-2017-133256,TH-21550,OFF-PA-10001622,226,2017-06-26,2017-06-27,3,4.54,1.0,0.0,2.04
CA-2017-133256,TH-21550,OFF-AR-10003158,226,2017-06-26,2017-06-27,3,15.92,4.0,0.0,5.41
CA-2017-133256,TH-21550,TEC-PH-10002660,226,2017-06-26,2017-06-27,3,543.92,8.0,0.0,135.98
CA-2016-105494,PC-18745,OFF-ST-10002205,82,2016-11-10,2016-11-12,3,155.82,7.0,0.0,42.07
CA-2016-105494,PC-18745,OFF-BI-10003364,82,2016-11-10,2016-11-12,3,70.01,3.0,0.2,24.5
CA-2016-140634,HL-15040,OFF-EN-10001099,35,2016-10-03,2016-10-06,1,15.65,2.0,0.2,5.09
CA-2014-144407,MS-17365,OFF-LA-10003923,226,2014-09-09,2014-09-15,2,103.6,7.0,0.0,51.8
CA-2017-160983,GB-14530,OFF-PA-10002250,448,2017-10-29,2017-10-31,1,46.96,8.0,0.0,22.54
US-2016-114622,JR-16210,OFF-BI-10004716,543,2016-04-10,2016-04-12,3,8.9,2.0,0.7,-6.53
CA-2017-150959,TD-20995,OFF-LA-10001045,901,2017-11-11,2017-11-13,3,10.44,5.0,0.2,3.39
CA-2017-150959,TD-20995,OFF-BI-10001510,901,2017-11-11,2017-11-13,3,18.34,4.0,0.8,-32.09
CA-2017-132353,DB-13060,TEC-PH-10004536,537,2017-09-15,2017-09-17,3,323.98,3.0,0.2,20.25
CA-2016-130477,LC-17140,OFF-PA-10002947,6,2016-04-08,2016-04-12,2,20.04,3.0,0.0,9.62
CA-2016-130477,LC-17140,OFF-ST-10002583,6,2016-04-08,2016-04-12,2,64.96,2.0,0.0,2.6
CA-2016-130477,LC-17140,OFF-PA-10000019,6,2016-04-08,2016-04-12,2,12.96,2.0,0.0,6.22
CA-2017-143259,PO-18865,FUR-BO-10003441,71,2017-12-30,2018-01-03,2,323.14,4.0,0.2,12.12
CA-2017-143259,PO-18865,TEC-PH-10004774,71,2017-12-30,2018-01-03,2,90.93,7.0,0.0,2.73
CA-2017-143259,PO-18865,OFF-BI-10003684,71,2017-12-30,2018-01-03,2,52.78,3.0,0.2,19.79
CA-2017-137596,BE-11335,TEC-PH-10001494,72,2017-09-02,2017-09-07,2,1199.8,4.0,0.0,323.95
CA-2017-137596,BE-11335,TEC-AC-10004666,72,2017-09-02,2017-09-07,2,1928.78,7.0,0.0,829.38
CA-2017-137596,BE-11335,OFF-ST-10003816,72,2017-09-02,2017-09-07,2,352.38,2.0,0.0,81.05
CA-2015-133627,SC-20050,FUR-FU-10001935,913,2015-05-31,2015-06-07,2,22.2,6.0,0.0,9.1
CA-2017-102519,BM-11650,FUR-FU-10004091,816,2017-11-27,2017-11-29,3,46.94,1.0,0.0,19.25
CA-2017-102519,BM-11650,TEC-AC-10001772,816,2017-11-27,2017-11-29,3,143.73,9.0,0.0,56.05
US-2014-141215,KL-16555,FUR-TA-10001520,165,2014-06-15,2014-06-21,2,99.92,2.0,0.3,-18.56
US-2014-141215,KL-16555,FUR-CH-10003379,165,2014-06-15,2014-06-21,2,797.94,4.0,0.3,-57.0
US-2014-141215,KL-16555,OFF-BI-10002706,165,2014-06-15,2014-06-21,2,8.57,3.0,0.8,-14.57
CA-2016-165218,RW-19630,OFF-EN-10000056,204,2016-03-05,2016-03-11,2,149.35,3.0,0.2,50.41
CA-2016-165218,RW-19630,OFF-ST-10001558,204,2016-03-05,2016-03-11,2,12.99,1.0,0.2,-0.81
CA-2014-138296,RC-19825,OFF-ST-10002444,921,2014-12-05,2014-12-12,2,24.56,2.0,0.0,6.88
CA-2015-111164,SE-20110,TEC-AC-10002473,71,2015-04-11,2015-04-15,2,85.14,3.0,0.0,34.91
CA-2015-111164,SE-20110,TEC-PH-10004531,71,2015-04-11,2015-04-15,2,21.99,1.0,0.0,10.56
CA-2015-111164,SE-20110,OFF-AP-10004487,71,2015-04-11,2015-04-15,2,406.6,5.0,0.0,113.85
CA-2016-149797,AH-10075,OFF-BI-10003650,617,2016-09-15,2016-09-20,2,841.57,2.0,0.2,294.55
CA-2014-132962,JM-15535,OFF-PA-10003543,317,2014-09-13,2014-09-16,3,15.55,3.0,0.2,5.44
CA-2014-132962,JM-15535,TEC-AC-10004353,317,2014-09-13,2014-09-16,3,252.0,5.0,0.2,53.55
CA-2015-115091,JJ-15760,OFF-AR-10000658,70,2015-10-05,2015-10-09,2,46.2,4.0,0.0,12.94
CA-2015-115091,JJ-15760,OFF-AP-10000696,70,2015-10-05,2015-10-09,2,28.84,2.0,0.0,9.52
CA-2017-144932,AB-10165,OFF-AR-10003560,930,2017-04-14,2017-04-17,3,14.59,3.0,0.2,2.55
CA-2017-144932,AB-10165,OFF-AR-10001468,930,2017-04-14,2017-04-17,3,89.86,3.0,0.2,21.34
CA-2017-144932,AB-10165,OFF-PA-10004971,930,2017-04-14,2017-04-17,3,13.87,3.0,0.2,5.03
CA-2017-114216,RK-19300,OFF-PA-10002195,24,2017-09-02,2017-09-06,2,12.19,3.0,0.2,4.11
CA-2016-140081,CG-12040,OFF-PA-10001745,199,2016-06-20,2016-06-24,2,45.06,8.0,0.2,15.21
CA-2016-140081,CG-12040,OFF-BI-10004826,199,2016-06-20,2016-06-24,2,29.72,6.0,0.7,-21.79
CA-2016-140081,CG-12040,OFF-PA-10001870,199,2016-06-20,2016-06-24,2,15.55,3.0,0.2,5.44
CA-2016-140081,CG-12040,OFF-AP-10001058,199,2016-06-20,2016-06-24,2,447.7,2.0,0.2,33.58
US-2017-111745,RA-19885,TEC-AC-10003911,938,2017-11-05,2017-11-06,3,159.99,1.0,0.0,54.4
CA-2015-148250,RP-19270,OFF-PA-10000289,939,2015-12-13,2015-12-17,2,12.96,2.0,0.0,6.22
CA-2015-148250,RP-19270,OFF-AP-10003040,939,2015-12-13,2015-12-17,2,134.48,4.0,0.0,34.96
CA-2016-105760,KC-16255,OFF-PA-10000350,271,2016-06-19,2016-06-20,3,17.12,2.0,0.0,8.05
CA-2016-142958,RW-19630,OFF-BI-10001759,942,2016-12-13,2016-12-20,2,6.1,2.0,0.2,2.21
CA-2016-142958,RW-19630,FUR-TA-10000577,942,2016-12-13,2016-12-20,2,1114.27,4.0,0.2,41.79
CA-2015-120880,JL-15850,OFF-PA-10004101,157,2015-05-29,2015-06-03,2,32.4,5.0,0.0,15.55
CA-2015-120880,JL-15850,OFF-ST-10001496,157,2015-05-29,2015-06-03,2,540.57,3.0,0.0,140.55
CA-2015-120880,JL-15850,OFF-BI-10002931,157,2015-05-29,2015-06-03,2,167.76,5.0,0.2,62.91
US-2015-140200,CA-12775,FUR-TA-10002356,536,2015-07-26,2015-07-28,3,393.17,3.0,0.5,-204.45
US-2017-110576,RB-19795,FUR-FU-10003601,199,2017-11-28,2017-12-02,2,516.49,7.0,0.2,-12.91
US-2017-110576,RB-19795,FUR-FU-10000576,199,2017-11-28,2017-12-02,2,1007.23,6.0,0.2,75.54
US-2017-110576,RB-19795,FUR-TA-10004154,199,2017-11-28,2017-12-02,2,2065.32,12.0,0.4,-619.6
US-2017-110576,RB-19795,OFF-PA-10000788,199,2017-11-28,2017-12-02,2,15.55,3.0,0.2,5.44
US-2017-110576,RB-19795,OFF-PA-10002479,199,2017-11-28,2017-12-02,2,25.34,6.0,0.2,7.92
CA-2017-131156,KH-16360,FUR-FU-10001940,317,2017-04-03,2017-04-07,2,25.47,4.0,0.2,7.64
CA-2017-136539,GH-14665,OFF-AR-10001958,954,2017-12-28,2018-01-01,2,27.17,2.0,0.2,2.72
